"Datum","Rohr","Blickrichtung","Tiefe","Bonitur","TK","PaNr","BLOCK","FRUFOL","KULTUR1","KULTUR2","BOBE","Nduengung","Termin2","Date","Jahr","Monat","Termin","YearBlock","MainPlot","doy"
34815,"a","left",15,2.5,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",20,1.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",25,1.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",30,3.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",35,5,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",40,3,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",45,0,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",50,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",55,0,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",60,0,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",65,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",70,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",75,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",80,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",85,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",90,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",95,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",100,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",105,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",110,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",115,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",120,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",5,0,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",10,0,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",15,2,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",20,3,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",25,0.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",30,3.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",35,2,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",40,1,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",45,0.5,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",50,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",55,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",60,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",65,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",70,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",75,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",80,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",85,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",90,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",95,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",100,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",105,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",110,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",115,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",120,1,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",5,0,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",10,0,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",15,2,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",20,3,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",25,0.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",30,3.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",35,2,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",40,1,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",45,0.5,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",50,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",55,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",60,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",65,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",70,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",75,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",80,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",85,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",90,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",95,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",100,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",105,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",110,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",115,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","left",120,1,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",5,2.5,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",10,1,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",15,1,15,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",20,1.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",25,1.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",30,2.5,30,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",35,1.5,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",40,2,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",45,0.5,45,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",50,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",55,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",60,1,60,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",65,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",70,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",75,0,75,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",80,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",85,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",90,0,90,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",95,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",100,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",105,0,105,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",110,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",115,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"b","right",120,0,120,60,3,"Agrar","WWeizen","Senf","Pflug","norm",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",5,2,15,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",10,1.5,15,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",15,1.5,15,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",20,1,30,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",25,1,30,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",30,0.5,30,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",35,0.5,45,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",40,0.5,45,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",45,1.5,45,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",50,1,60,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",55,0,60,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",60,0,60,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",65,0,75,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",70,0,75,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",75,0,75,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",80,0,90,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",85,0,90,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",90,0,90,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",95,0,105,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",100,0,105,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",105,0,105,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",110,0,120,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",115,0,120,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","left",120,0,120,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",5,NA,15,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",10,NA,15,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
34815,"a","right",15,NA,15,55,3,"Agrar","WWeizen","Senf","Pflug","red",1,1995-04-26,"1995","Apr",1,"1995_3","1995_3_Agrar",116
