PaNr;Rohr;Blickrichtung;Tiefe;Bonitur;Datum;TK;PARZNR;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;Nduengung
33;1;2;90;1;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;95;1;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;100;1;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;105;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;110;1;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;115;3;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;1;2;120;1;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;5;0;34834;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;10;1;34834;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;15;2;34834;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;20;0.5;34834;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;25;0;34834;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;30;0;34834;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;35;1;34834;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;40;1;34834;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;45;2.5;34834;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;50;1;34834;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;55;1;34834;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;60;0;34834;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;65;0;34834;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;70;0;34834;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;75;0;34834;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;80;0;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;85;0;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;90;1;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;95;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;100;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;105;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;110;0;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;115;0;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;1;120;0;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;5;1;34834;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;10;1;34834;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;15;1;34834;15;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;20;0.5;34834;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;25;0.8;34834;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;30;1;34834;30;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;35;0;34834;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;40;2;34834;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;45;0;34834;45;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;50;0;34834;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;55;0;34834;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;60;0;34834;60;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;65;1;34834;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;70;1;34834;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;75;;34834;75;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;80;0;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;85;1;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;90;0;34834;90;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;95;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;100;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;105;0;34834;105;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;110;0;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;115;0;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
33;2;2;120;0;34834;120;33;2;Gemüse;Weizen;Spinat;Pflug;N normal
34;1;1;5;2.5;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;10;1;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;15;2;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;20;3;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;25;1;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;30;;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;35;1;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;40;1;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;45;1;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;50;0.5;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;55;1;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;60;1;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;65;1;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;70;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;75;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;80;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;85;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;90;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;95;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;100;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;105;3;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;110;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;115;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;1;120;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;5;1;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;10;1;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;15;0;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;20;2;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;25;1;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;30;0;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;35;3;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;40;2;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;45;1;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;50;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;55;1.5;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;60;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;65;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;70;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;75;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;80;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;85;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;90;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;95;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;100;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;105;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;110;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;115;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;1;2;120;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;5;4;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;10;0;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;15;1;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;20;0;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;25;1;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;30;1;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;35;0;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;40;1;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;45;0.5;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;50;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;55;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;60;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;65;1;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;70;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;75;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;80;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;85;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;90;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;95;;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;100;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;105;;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;110;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;115;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;1;120;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;5;5;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;10;1;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;15;0;34835;15;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;20;1;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;25;0;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;30;1;34835;30;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;35;2;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;40;0;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;45;1;34835;45;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;50;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;55;0;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;60;;34835;60;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;65;;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;70;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;75;0;34835;75;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;80;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;85;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;90;0;34835;90;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;95;;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;100;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;105;0;34835;105;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;110;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;115;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
34;2;2;120;0;34835;120;34;2;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;5;3;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;10;2;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;15;1;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;20;1.5;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;25;2.5;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;30;2;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;35;1.5;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;40;0;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;45;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;50;1;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;55;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;60;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;65;0;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;70;0;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;75;0;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;80;;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;85;;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;90;;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;95;;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;100;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;105;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;110;1;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;115;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;1;120;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;5;2;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;10;0;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;15;1;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;20;1;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;25;1.5;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;30;1;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;35;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;40;1.5;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;45;0.5;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;50;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;55;;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;60;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;65;0;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;70;0;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;75;1;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;80;1.5;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;85;0;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;90;1;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;95;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;100;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;105;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;110;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;115;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;1;2;120;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;5;1;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;10;0;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;15;0.5;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;20;1;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;25;;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;30;1.5;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;35;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;40;2.5;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;45;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;50;2;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;55;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;60;1;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;65;1;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;70;0.5;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;75;;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;80;0;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;85;1;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;90;0;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;95;1;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;100;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;105;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;110;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;115;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;1;120;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;5;2.5;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;10;1;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;15;;34835;15;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;20;;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;25;2;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;30;2;34835;30;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;35;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;40;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;45;1;34835;45;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;50;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;55;0;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;60;1;34835;60;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;65;0;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;70;0.5;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;75;;34835;75;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;80;0;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;85;0;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;90;0;34835;90;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;95;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;100;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;105;0;34835;105;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;110;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;115;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
55;2;2;120;0;34835;120;55;3;Agrar;WWeizen;Senf;Pflug;N reduziert
60;1;1;5;1;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;10;1.5;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;15;2;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;20;1.5;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;25;3;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;30;1;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;35;1;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;40;3;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;45;0;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;50;1;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;55;0;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;60;2.5;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;65;;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;70;1;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;75;2;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;80;1;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;85;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;90;2;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;95;1;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;100;1;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;105;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;110;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;115;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;1;120;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;5;1;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;10;1;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;15;2.5;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;20;3.5;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;25;3;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;30;2;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;35;1;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;40;3;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;45;2;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;50;1;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;55;0;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;60;0;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;65;1;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;70;;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;75;;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;80;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;85;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;90;0.5;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;95;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;100;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;105;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;110;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;115;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;1;2;120;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;5;2.5;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;10;1;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;15;2;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;20;5;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;25;2;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;30;5;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;35;0.5;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;40;2;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;45;2;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;50;2;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;55;1;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;60;4;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;65;2.5;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;70;0;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;75;0;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;80;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;85;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
