"","Datum","PaNr","Tiefe","WLD","BLOCK","FRUFOL","Nduengung","Vord","TK","KULTUR1","Date","Jahr","Monat","Tiefe2","lnWLD","YearBlock","MainPlot"
"156",34870,60,105,0.039,"3","Agrar","normal","Offi","105","WWeizen",1995-06-20,"1995","Jun",97.5,-3.24419363285249,"1995_3","1995_3_Agrar"
"157",34870,60,120,0.022,"3","Agrar","normal","Offi","120","WWeizen",1995-06-20,"1995","Jun",112.5,-3.81671282562382,"1995_3","1995_3_Agrar"
"158",34870,73,15,0.693,"3","Gemüse","ohne N","Red","15","WWeizen",1995-06-20,"1995","Jun",7.5,-0.366725279792234,"1995_3","1995_3_Gemüse"
"159",34870,73,30,0.742,"3","Gemüse","ohne N","Red","30","WWeizen",1995-06-20,"1995","Jun",22.5,-0.298406035814757,"1995_3","1995_3_Gemüse"
"160",34870,73,45,0.628,"3","Gemüse","ohne N","Red","45","WWeizen",1995-06-20,"1995","Jun",37.5,-0.465215112513938,"1995_3","1995_3_Gemüse"
"161",34870,73,60,0.271,"3","Gemüse","ohne N","Red","60","WWeizen",1995-06-20,"1995","Jun",52.5,-1.30563645810244,"1995_3","1995_3_Gemüse"
"162",34870,73,75,0.323,"3","Gemüse","ohne N","Red","75","WWeizen",1995-06-20,"1995","Jun",67.5,-1.13010295575948,"1995_3","1995_3_Gemüse"
"163",34870,73,90,NA,"3","Gemüse","ohne N","Red","90","WWeizen",1995-06-20,"1995","Jun",82.5,NA,"1995_3","1995_3_Gemüse"
"164",34870,73,105,NA,"3","Gemüse","ohne N","Red","105","WWeizen",1995-06-20,"1995","Jun",97.5,NA,"1995_3","1995_3_Gemüse"
"165",34870,73,120,NA,"3","Gemüse","ohne N","Red","120","WWeizen",1995-06-20,"1995","Jun",112.5,NA,"1995_3","1995_3_Gemüse"
"166",34870,73,15,1.214,"3","Gemüse","reduziert","Red","15","WWeizen",1995-06-20,"1995","Jun",7.5,0.193920692637306,"1995_3","1995_3_Gemüse"
"167",34870,73,30,0.3,"3","Gemüse","reduziert","Red","30","WWeizen",1995-06-20,"1995","Jun",22.5,-1.20397280432594,"1995_3","1995_3_Gemüse"
"168",34870,73,45,1.282,"3","Gemüse","reduziert","Red","45","WWeizen",1995-06-20,"1995","Jun",37.5,0.248421358498478,"1995_3","1995_3_Gemüse"
"169",34870,73,60,0.18,"3","Gemüse","reduziert","Red","60","WWeizen",1995-06-20,"1995","Jun",52.5,-1.71479842809193,"1995_3","1995_3_Gemüse"
"170",34870,73,75,0.142,"3","Gemüse","reduziert","Red","75","WWeizen",1995-06-20,"1995","Jun",67.5,-1.95192822138088,"1995_3","1995_3_Gemüse"
"171",34870,73,105,0.183,"3","Gemüse","reduziert","Red","105","WWeizen",1995-06-20,"1995","Jun",97.5,-1.69826912614072,"1995_3","1995_3_Gemüse"
"172",34870,73,120,0.178,"3","Gemüse","reduziert","Red","120","WWeizen",1995-06-20,"1995","Jun",112.5,-1.72597172869005,"1995_3","1995_3_Gemüse"
"173",34870,74,15,1.712,"3","Gemüse","ohne N","Offi","15","WWeizen",1995-06-20,"1995","Jun",7.5,0.53766227771955,"1995_3","1995_3_Gemüse"
"174",34870,74,30,0.701,"3","Gemüse","ohne N","Offi","30","WWeizen",1995-06-20,"1995","Jun",22.5,-0.355247391947547,"1995_3","1995_3_Gemüse"
"175",34870,34,45,0.147,"3","Gemüse","ohne N","Offi","45","WWeizen",1995-06-20,"1995","Jun",37.5,-1.9173226922034,"1995_3","1995_3_Gemüse"
"176",34870,74,45,0.179,"3","Gemüse","ohne N","Offi","45","WWeizen",1995-06-20,"1995","Jun",37.5,-1.72036947314138,"1995_3","1995_3_Gemüse"
"177",34870,74,60,0.289,"3","Gemüse","ohne N","Offi","60","WWeizen",1995-06-20,"1995","Jun",52.5,-1.2413285908697,"1995_3","1995_3_Gemüse"
"178",34870,74,75,0.124,"3","Gemüse","ohne N","Offi","75","WWeizen",1995-06-20,"1995","Jun",67.5,-2.0874737133771,"1995_3","1995_3_Gemüse"
"179",34870,74,90,0.149,"3","Gemüse","ohne N","Offi","90","WWeizen",1995-06-20,"1995","Jun",82.5,-1.90380897303668,"1995_3","1995_3_Gemüse"
"180",34870,74,105,0.091,"3","Gemüse","ohne N","Offi","105","WWeizen",1995-06-20,"1995","Jun",97.5,-2.39689577246529,"1995_3","1995_3_Gemüse"
"181",34870,74,120,0.169,"3","Gemüse","ohne N","Offi","120","WWeizen",1995-06-20,"1995","Jun",112.5,-1.77785656405906,"1995_3","1995_3_Gemüse"
"182",34870,74,15,1.047,"3","Gemüse","normal","Offi","15","WWeizen",1995-06-20,"1995","Jun",7.5,0.0459289318883997,"1995_3","1995_3_Gemüse"
"183",34870,74,30,1.261,"3","Gemüse","normal","Offi","30","WWeizen",1995-06-20,"1995","Jun",22.5,0.231905056982782,"1995_3","1995_3_Gemüse"
"184",34870,74,45,0.065,"3","Gemüse","normal","Offi","45","WWeizen",1995-06-20,"1995","Jun",37.5,-2.7333680090865,"1995_3","1995_3_Gemüse"
"185",34870,74,60,0.154,"3","Gemüse","normal","Offi","60","WWeizen",1995-06-20,"1995","Jun",52.5,-1.87080267656851,"1995_3","1995_3_Gemüse"
"186",34870,74,75,0.416,"3","Gemüse","normal","Offi","75","WWeizen",1995-06-20,"1995","Jun",67.5,-0.877070018720874,"1995_3","1995_3_Gemüse"
"187",34870,74,90,0.139,"3","Gemüse","normal","Offi","90","WWeizen",1995-06-20,"1995","Jun",82.5,-1.97328134585145,"1995_3","1995_3_Gemüse"
"188",34870,74,105,0.06,"3","Gemüse","normal","Offi","105","WWeizen",1995-06-20,"1995","Jun",97.5,-2.81341071676004,"1995_3","1995_3_Gemüse"
"189",34870,74,120,0.152,"3","Gemüse","normal","Offi","120","WWeizen",1995-06-20,"1995","Jun",112.5,-1.88387475813586,"1995_3","1995_3_Gemüse"
"190",35241,3,15,3.451,"1","Agrar","normal",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.23866404411587,"1996_1","1996_1_Agrar"
"191",35241,3,30,3.611,"1","Agrar","normal",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.28398474229532,"1996_1","1996_1_Agrar"
"192",35241,3,45,1.538,"1","Agrar","normal",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.430482871083452,"1996_1","1996_1_Agrar"
"193",35241,3,60,0.849,"1","Agrar","normal",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-0.16369609267079,"1996_1","1996_1_Agrar"
"194",35241,3,75,0.043,"1","Agrar","normal",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-3.14655516328857,"1996_1","1996_1_Agrar"
"195",35241,3,90,0.079,"1","Agrar","normal",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-2.53830742651512,"1996_1","1996_1_Agrar"
"196",35241,3,105,0.067,"1","Agrar","normal",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-2.70306265959117,"1996_1","1996_1_Agrar"
"197",35241,3,120,0.02,"1","Agrar","normal",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-3.91202300542815,"1996_1","1996_1_Agrar"
"198",35241,8,15,3.564,"1","Agrar","reduziert",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.27088350960856,"1996_1","1996_1_Agrar"
"199",35241,8,30,3.902,"1","Agrar","reduziert",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.36148924220092,"1996_1","1996_1_Agrar"
"200",35241,8,45,1.032,"1","Agrar","reduziert",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.031498667059371,"1996_1","1996_1_Agrar"
"201",35241,8,60,0.61,"1","Agrar","reduziert",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-0.49429632181478,"1996_1","1996_1_Agrar"
"202",35241,8,75,0.094,"1","Agrar","reduziert",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-2.36446049671213,"1996_1","1996_1_Agrar"
"203",35241,8,90,0.005,"1","Agrar","reduziert",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-5.29831736654804,"1996_1","1996_1_Agrar"
"204",35241,8,105,0.005,"1","Agrar","reduziert",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-5.29831736654804,"1996_1","1996_1_Agrar"
"205",35241,8,120,0.006,"1","Agrar","reduziert",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-5.11599580975408,"1996_1","1996_1_Agrar"
"206",35241,18,15,3.798,"1","Gemüse","reduziert",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.33447461239009,"1996_1","1996_1_Gemüse"
"207",35241,18,30,3.104,"1","Gemüse","reduziert",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.13269160232097,"1996_1","1996_1_Gemüse"
"208",35241,18,45,1.068,"1","Gemüse","reduziert",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.0657877405380032,"1996_1","1996_1_Gemüse"
"209",35241,18,60,0.816,"1","Gemüse","reduziert",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-0.20334092401803,"1996_1","1996_1_Gemüse"
"210",35241,18,75,0.517,"1","Gemüse","reduziert",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-0.659712404473708,"1996_1","1996_1_Gemüse"
"211",35241,18,90,0.238,"1","Gemüse","reduziert",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-1.43548460531066,"1996_1","1996_1_Gemüse"
"212",35241,18,105,0.146,"1","Gemüse","reduziert",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-1.9241486572738,"1996_1","1996_1_Gemüse"
"213",35241,18,120,0.227,"1","Gemüse","reduziert",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-1.48280526150073,"1996_1","1996_1_Gemüse"
"214",35241,25,15,2.762,"1","Gemüse","normal",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.0159550549871,"1996_1","1996_1_Gemüse"
"215",35241,25,30,1.838,"1","Gemüse","normal",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,0.608678023933495,"1996_1","1996_1_Gemüse"
"216",35241,25,45,0.336,"1","Gemüse","normal",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,-1.09064411901893,"1996_1","1996_1_Gemüse"
"217",35241,25,60,0.041,"1","Gemüse","normal",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-3.19418321227783,"1996_1","1996_1_Gemüse"
"218",35241,25,75,0.011,"1","Gemüse","normal",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-4.50986000618377,"1996_1","1996_1_Gemüse"
"219",35241,25,90,0.008,"1","Gemüse","normal",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-4.8283137373023,"1996_1","1996_1_Gemüse"
"220",35241,25,105,0.005,"1","Gemüse","normal",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-5.29831736654804,"1996_1","1996_1_Gemüse"
"221",35241,25,120,0.001,"1","Gemüse","normal",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-6.90775527898214,"1996_1","1996_1_Gemüse"
"222",35241,27,15,2.476,"2","Gemüse","normal",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,0.90664435482235,"1996_2","1996_2_Gemüse"
"223",35241,27,30,1.547,"2","Gemüse","normal",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,0.436317571590929,"1996_2","1996_2_Gemüse"
"224",35241,27,45,0.943,"2","Gemüse","normal",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,-0.0586889963486796,"1996_2","1996_2_Gemüse"
"225",35241,27,60,0.795,"2","Gemüse","normal",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-0.229413164327805,"1996_2","1996_2_Gemüse"
"226",35241,27,75,0.104,"2","Gemüse","normal",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-2.26336437984076,"1996_2","1996_2_Gemüse"
"227",35241,27,90,0.105,"2","Gemüse","normal",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-2.25379492882461,"1996_2","1996_2_Gemüse"
"228",35241,27,105,0.009,"2","Gemüse","normal",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-4.71053070164592,"1996_2","1996_2_Gemüse"
"229",35241,27,120,0.016,"2","Gemüse","normal",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-4.13516655674236,"1996_2","1996_2_Gemüse"
"230",35241,35,15,3.873,"2","Gemüse","reduziert",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.35402940053262,"1996_2","1996_2_Gemüse"
"231",35241,35,30,4.979,"2","Gemüse","reduziert",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.60522906766005,"1996_2","1996_2_Gemüse"
"232",35241,35,60,1.707,"2","Gemüse","reduziert",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,0.534737443812304,"1996_2","1996_2_Gemüse"
"233",35241,35,45,1.743,"2","Gemüse","reduziert",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.555607766537884,"1996_2","1996_2_Gemüse"
"234",35241,35,75,0.544,"2","Gemüse","reduziert",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-0.608806032126194,"1996_2","1996_2_Gemüse"
"235",35241,35,90,0.513,"2","Gemüse","reduziert",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-0.667479433811368,"1996_2","1996_2_Gemüse"
"236",35241,35,105,0.018,"2","Gemüse","reduziert",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-4.01738352108597,"1996_2","1996_2_Gemüse"
"237",35241,35,120,0.039,"2","Gemüse","reduziert",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-3.24419363285249,"1996_2","1996_2_Gemüse"
"238",35241,38,15,4.202,"2","Agrar","normal",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.43556060242281,"1996_2","1996_2_Agrar"
"239",35241,38,30,4.475,"2","Agrar","normal",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.49850635172682,"1996_2","1996_2_Agrar"
"240",35241,38,45,1.727,"2","Agrar","normal",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.546385799164542,"1996_2","1996_2_Agrar"
"241",35241,38,60,0.158,"2","Agrar","normal",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-1.84516024595517,"1996_2","1996_2_Agrar"
"242",35241,38,75,0.035,"2","Agrar","normal",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-3.35240721749272,"1996_2","1996_2_Agrar"
"243",35241,38,90,0.091,"2","Agrar","normal",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-2.39689577246529,"1996_2","1996_2_Agrar"
"244",35241,38,105,0.007,"2","Agrar","normal",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-4.96184512992682,"1996_2","1996_2_Agrar"
"245",35241,38,120,0.008,"2","Agrar","normal",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-4.8283137373023,"1996_2","1996_2_Agrar"
"246",35241,41,15,3.753,"2","Agrar","reduziert",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.32255552015288,"1996_2","1996_2_Agrar"
"247",35241,41,30,4.541,"2","Agrar","reduziert",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.51314725211581,"1996_2","1996_2_Agrar"
"248",35241,41,45,3.267,"2","Agrar","reduziert",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,1.18387213261893,"1996_2","1996_2_Agrar"
"249",35241,41,60,0.132,"2","Agrar","reduziert",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-2.02495335639577,"1996_2","1996_2_Agrar"
"250",35241,41,75,0.01,"2","Agrar","reduziert",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-4.60517018598809,"1996_2","1996_2_Agrar"
"251",35241,41,90,0.007,"2","Agrar","reduziert",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-4.96184512992682,"1996_2","1996_2_Agrar"
"252",35241,41,105,0.005,"2","Agrar","reduziert",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-5.29831736654804,"1996_2","1996_2_Agrar"
"253",35241,41,120,0.034,"2","Agrar","reduziert",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-3.38139475436598,"1996_2","1996_2_Agrar"
"254",35241,54,15,4.596,"3","Agrar","normal",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.52518635998651,"1996_3","1996_3_Agrar"
"255",35241,54,30,3.206,"3","Agrar","normal",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.16502405418736,"1996_3","1996_3_Agrar"
"256",35241,54,45,0.617,"3","Agrar","normal",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,-0.482886255076749,"1996_3","1996_3_Agrar"
"257",35241,54,60,0.18,"3","Agrar","normal",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-1.71479842809193,"1996_3","1996_3_Agrar"
"258",35241,54,75,0.149,"3","Agrar","normal",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-1.90380897303668,"1996_3","1996_3_Agrar"
"259",35241,54,90,0.022,"3","Agrar","normal",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-3.81671282562382,"1996_3","1996_3_Agrar"
"260",35241,54,105,0.09,"3","Agrar","normal",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-2.40794560865187,"1996_3","1996_3_Agrar"
"261",35241,54,120,0.039,"3","Agrar","normal",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-3.24419363285249,"1996_3","1996_3_Agrar"
"262",35241,57,15,4.421,"3","Gemüse","reduziert",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.48636591484411,"1996_3","1996_3_Gemüse"
"263",35241,57,30,3.698,"3","Gemüse","reduziert",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.30779213296493,"1996_3","1996_3_Gemüse"
"264",35241,57,45,1.766,"3","Gemüse","reduziert",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.568717102181768,"1996_3","1996_3_Gemüse"
"265",35241,57,60,1.115,"3","Gemüse","reduziert",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,0.108854404912082,"1996_3","1996_3_Gemüse"
"266",35241,57,75,0.196,"3","Gemüse","reduziert",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-1.62964061975162,"1996_3","1996_3_Gemüse"
"267",35241,57,90,0.107,"3","Gemüse","reduziert",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-2.23492644452023,"1996_3","1996_3_Gemüse"
"268",35241,57,105,0.034,"3","Gemüse","reduziert",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-3.38139475436598,"1996_3","1996_3_Gemüse"
"269",35241,57,120,0.03,"3","Gemüse","reduziert",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-3.50655789731998,"1996_3","1996_3_Gemüse"
"270",35241,58,15,2.514,"3","Gemüse","normal",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,0.921875110168056,"1996_3","1996_3_Gemüse"
"271",35241,58,30,3.329,"3","Gemüse","normal",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,1.20267195859289,"1996_3","1996_3_Gemüse"
"272",35241,58,45,1.751,"3","Gemüse","normal",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.560187053303715,"1996_3","1996_3_Gemüse"
"273",35241,58,60,1.589,"3","Gemüse","normal",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,0.463104887554579,"1996_3","1996_3_Gemüse"
"274",35241,58,75,0.604,"3","Gemüse","normal",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-0.504181081047322,"1996_3","1996_3_Gemüse"
"275",35241,58,90,0.115,"3","Gemüse","normal",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-2.16282315061889,"1996_3","1996_3_Gemüse"
"276",35241,58,105,0.568,"3","Gemüse","normal",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-0.565633860260986,"1996_3","1996_3_Gemüse"
"277",35241,58,120,0.142,"3","Gemüse","normal",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-1.95192822138088,"1996_3","1996_3_Gemüse"
"278",35241,61,15,3.329,"3","Agrar","reduziert",NA,"15","WWeizen",1996-06-25,"1996","Jun",7.5,1.20267195859289,"1996_3","1996_3_Agrar"
"279",35241,61,30,2.129,"3","Agrar","reduziert",NA,"30","WWeizen",1996-06-25,"1996","Jun",22.5,0.755652385911342,"1996_3","1996_3_Agrar"
"280",35241,61,45,2.141,"3","Agrar","reduziert",NA,"45","WWeizen",1996-06-25,"1996","Jun",37.5,0.761273009607546,"1996_3","1996_3_Agrar"
"281",35241,61,60,0.152,"3","Agrar","reduziert",NA,"60","WWeizen",1996-06-25,"1996","Jun",52.5,-1.88387475813586,"1996_3","1996_3_Agrar"
"282",35241,61,75,0.058,"3","Agrar","reduziert",NA,"75","WWeizen",1996-06-25,"1996","Jun",67.5,-2.84731226843572,"1996_3","1996_3_Agrar"
"283",35241,61,90,0.026,"3","Agrar","reduziert",NA,"90","WWeizen",1996-06-25,"1996","Jun",82.5,-3.64965874096066,"1996_3","1996_3_Agrar"
"284",35241,61,105,0.065,"3","Agrar","reduziert",NA,"105","WWeizen",1996-06-25,"1996","Jun",97.5,-2.7333680090865,"1996_3","1996_3_Agrar"
"285",35241,61,120,0.099,"3","Agrar","reduziert",NA,"120","WWeizen",1996-06-25,"1996","Jun",112.5,-2.31263542884755,"1996_3","1996_3_Agrar"
"286",35597,12,15,2.429,"1","Gemüse","normal",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.887479650020035,"1997_1","1997_1_Gemüse"
"287",35597,12,30,2.56,"1","Gemüse","normal",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,0.940007258491471,"1997_1","1997_1_Gemüse"
"288",35597,12,45,0.438,"1","Gemüse","normal",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,-0.825536368605691,"1997_1","1997_1_Gemüse"
"289",35597,12,60,0.797,"1","Gemüse","normal",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.226900600191922,"1997_1","1997_1_Gemüse"
"290",35597,12,75,0.255,"1","Gemüse","normal",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-1.36649173382371,"1997_1","1997_1_Gemüse"
"291",35597,12,90,0.284,"1","Gemüse","normal",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-1.25878104082093,"1997_1","1997_1_Gemüse"
"292",35597,12,105,0.234,"1","Gemüse","normal",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-1.45243416362444,"1997_1","1997_1_Gemüse"
"293",35597,12,120,0.032,"1","Gemüse","normal",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-3.44201937618241,"1997_1","1997_1_Gemüse"
"294",35597,13,15,3.392,"1","Agrar","reduziert",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,1.22141971792966,"1997_1","1997_1_Agrar"
"295",35597,13,30,2.954,"1","Agrar","reduziert",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,1.08316018410919,"1997_1","1997_1_Agrar"
"296",35597,13,45,0.828,"1","Agrar","reduziert",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,-0.188742124596877,"1997_1","1997_1_Agrar"
"297",35597,13,60,0.61,"1","Agrar","reduziert",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.49429632181478,"1997_1","1997_1_Agrar"
"298",35597,13,75,0.159,"1","Agrar","reduziert",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-1.83885107676191,"1997_1","1997_1_Agrar"
"299",35597,13,90,0.229,"1","Agrar","reduziert",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-1.4740332754279,"1997_1","1997_1_Agrar"
"300",35597,13,105,0.657,"1","Agrar","reduziert",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-0.420071260497527,"1997_1","1997_1_Agrar"
"301",35597,13,120,0.461,"1","Agrar","reduziert",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-0.774357235985488,"1997_1","1997_1_Agrar"
"302",35597,14,15,2.495,"1","Agrar","normal",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.914288729203482,"1997_1","1997_1_Agrar"
"303",35597,14,30,2.517,"1","Agrar","normal",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,0.923067716153179,"1997_1","1997_1_Agrar"
"304",35597,14,45,0.693,"1","Agrar","normal",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,-0.366725279792234,"1997_1","1997_1_Agrar"
"305",35597,14,60,0.37,"1","Agrar","normal",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.994252273343867,"1997_1","1997_1_Agrar"
"306",35597,14,75,0.065,"1","Agrar","normal",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-2.7333680090865,"1997_1","1997_1_Agrar"
"307",35597,14,90,0.023,"1","Agrar","normal",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-3.77226106305299,"1997_1","1997_1_Agrar"
"308",35597,14,105,0.008,"1","Agrar","normal",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-4.8283137373023,"1997_1","1997_1_Agrar"
"309",35597,14,120,0.007,"1","Agrar","normal",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-4.96184512992682,"1997_1","1997_1_Agrar"
"310",35597,15,15,2.046,"1","Gemüse","reduziert",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.715886667529435,"1997_1","1997_1_Gemüse"
"311",35597,15,30,3.129,"1","Gemüse","reduziert",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,1.14071346468675,"1997_1","1997_1_Gemüse"
"312",35597,15,45,1.674,"1","Gemüse","reduziert",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,0.515215972067284,"1997_1","1997_1_Gemüse"
"313",35597,15,60,0.615,"1","Gemüse","reduziert",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.486133011175619,"1997_1","1997_1_Gemüse"
"314",35597,15,75,0.083,"1","Gemüse","reduziert",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-2.48891467118554,"1997_1","1997_1_Gemüse"
"315",35597,15,90,0.074,"1","Gemüse","reduziert",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-2.60369018577797,"1997_1","1997_1_Gemüse"
"316",35597,15,105,0.048,"1","Gemüse","reduziert",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-3.03655426807425,"1997_1","1997_1_Gemüse"
"317",35597,15,120,0.033,"1","Gemüse","reduziert",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-3.41124771751566,"1997_1","1997_1_Gemüse"
"318",35597,30,15,2.878,"2","Agrar","reduziert",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,1.05709560846518,"1997_2","1997_2_Agrar"
"319",35597,30,30,2.681,"2","Agrar","reduziert",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,0.986189859253822,"1997_2","1997_2_Agrar"
"320",35597,30,45,1.751,"2","Agrar","reduziert",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,0.560187053303715,"1997_2","1997_2_Agrar"
"321",35597,30,60,0.49,"2","Agrar","reduziert",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.713349887877465,"1997_2","1997_2_Agrar"
